GER-POT;Nome;Posições Preferidas;Idade;ano;page;selecao
6678.0;Marijan Buljat;ZC;24.0;2006;2;10
6569.0;Hrvoje Vukovic;ZC;27.0;2006;2;10
;;;;2006;2;10
;;;;2006;2;10
6567.0;Neretljak;ZC;27.0;2006;2;10
6565.0;Igjnac Kresic;GOL;39.0;2006;2;10
6566.0;Mario Bazina;MC;30.0;2006;2;10
6564.0;Mario Tokic;ZC;31.0;2006;2;10
6573.0;Ahmet Brkovic;MD;31.0;2006;2;10
;;;;2006;2;10
;;;;2006;2;10
6468.0;Srebrenko Posavec;MC;23.0;2006;2;10
6481.0;Leon Benko;AE;22.0;2006;2;10
6467.0;Andrej Mijatovic;ZC;26.0;2006;2;10
6472.0;Zeljko Pavlovic;GOL;35.0;2006;2;10
6471.0;Danijel Stefulj;ZC;33.0;2006;2;10
;;;;2006;2;10
;;;;2006;2;10
6366.0;Toni Golem;ZC;24.0;2006;2;10
6368.0;Tomislav Mikulic;ZE;24.0;2006;2;10
6365.0;Ivan Rajcic;MC;25.0;2006;2;10
6365.0;Adnan Mravac;ZC;24.0;2006;2;10
6265.0;Mladen Pelaić;ADR;23.0;2006;2;10
;;;;2006;2;10
;;;;2006;2;10
6284.0;Luka Modric;MC;20.0;2006;2;10
6065.0;Dusko Djurisic;ZC;28.0;2006;2;10
6063.0;Zvominir Deranja;CAV;26.0;2006;2;10
6067.0;Stiven Rivic;CAV;22.0;2006;2;10
6063.0;Srdan Andric;MC;26.0;2006;2;10
;;;;2006;3;10
;;;;2006;3;10
5972.0;Marko Sucic;VOL;21.0;2006;3;10
5858.0;Ivan Božić;CAV;22.0;2006;3;10
5758.0;Vedran Jese;ZC;25.0;2006;3;10
5759.0;Lek Kćira;ZC;23.0;2006;3;10
5769.0;Lovre Vulin;ZC;21.0;2006;3;10
;;;;2006;3;10
;;;;2006;3;10
5762.0;Goran Mujanovic;MD;22.0;2006;3;10
5657.0;Ivan Milas;ZC;31.0;2006;3;10
5668.0;Zdenko Miletic;GOL;38.0;2006;3;10
5562.0;Kristijan Polovanec;ZC;26.0;2006;3;10
5468.0;Davorin Kablar;ZC;28.0;2006;3;10
;;;;2006;3;10
;;;;2006;3;10
5380.0;Dario Mijatovic;ZC;22.0;2006;3;10
4747.0;Ivan Juric;ME;31.0;2006;3;10
;;;;2006;1;12
;;;;2006;1;12
8992.0;Petr Cech;GOL;24.0;2006;1;12
8791.0;Pavel Nedved;VOL;33.0;2006;1;12
8591.0;Tomás Rosicky;VOL;25.0;2006;1;12
8386.0;Jan Koller;CAV;33.0;2006;1;12
8286.0;Tomas Ujfalusi;ZC;28.0;2006;1;12
;;;;2006;1;12
;;;;2006;1;12
8182.0;David Rozehnal;ZC;26.0;2006;1;12
8189.0;Tomás Galásek;MC;33.0;2006;1;12
8181.0;Zdenek Grygera;ZC;26.0;2006;1;12
8084.0;Milan Baros;CAV;24.0;2006;1;12
8081.0;Marek Jankulovski;ME;29.0;2006;1;12
;;;;2006;1;12
;;;;2006;1;12
7984.0;Vladimir Smicer;VOL;33.0;2006;1;12
7979.0;David Jarolim;MC;27.0;2006;1;12
7881.0;Jaroslav Plasil;CAB;24.0;2006;1;12
7884.0;Lukas Zelenka;VOL;26.0;2006;1;12
7789.0;Jan Polak;CAB;25.0;2006;1;12
;;;;2006;1;12
;;;;2006;1;12
7778.0;Jiri Jarosik;VOL;28.0;2006;1;12
7779.0;René Bolf;ZC;32.0;2006;1;12
7778.0;Filip Trojan;AEC;23.0;2006;1;12
7678.0;Radek Bejbl;ZC;33.0;2006;1;12
7582.0;Roman Bednar;CAV;23.0;2006;1;12
;;;;2006;1;12
;;;;2006;1;12
7483.0;Vaclav Sverkos;CAV;22.0;2006;1;12
7479.0;Jiri Stajner;CAV;30.0;2006;1;12
7475.0;Vaclav Drobny;ZC;25.0;2006;1;12
7374.0;Michal Meduna;CAV;24.0;2006;1;12
7374.0;Petr Johana;ZC;29.0;2006;1;12
;;;;2006;1;12
;;;;2006;1;12
7376.0;Petr Gabriel;ZC;33.0;2006;1;12
7374.0;Daniël Zitka;GOL;31.0;2006;1;12
7383.0;Jaromir Blazek;GOL;33.0;2006;1;12
7381.0;Patrik Berger;ME;32.0;2006;1;12
7274.0;Lumir Sedlacek;ME;28.0;2006;1;12
;;;;2006;2;12
;;;;2006;2;12
7276.0;Pavel Drsek;ZC;29.0;2006;2;12
7274.0;Jan Simak;VOL;27.0;2006;2;12
7274.0;Petr Ruman;VOL;29.0;2006;2;12
7285.0;Vratislav Lokvenc;CAV;32.0;2006;2;12
7274.0;Libor Sionko;ADC;29.0;2006;2;12
;;;;2006;2;12
;;;;2006;2;12
7174.0;Michal Pospisil;CAV;27.0;2006;2;12
7172.0;Marek Nikl;ZD;30.0;2006;2;12
7075.0;Miroslav Holenák;ZD;30.0;2006;2;12
6972.0;Karel Pitak;MC;26.0;2006;2;12
6976.0;Mario Lička;MC;24.0;2006;2;12
;;;;2006;2;12
;;;;2006;2;12
6983.0;Rudi Skacel;AEC;27.0;2006;2;12
6968.0;Jiri Homola;ZC;26.0;2006;2;12
6878.0;David Kobylik;MD;25.0;2006;2;12
6876.0;Michal Kolomaznik;CAV;30.0;2006;2;12
6888.0;Roman Tyce;CAB;29.0;2006;2;12
;;;;2006;2;12
;;;;2006;2;12
6778.0;Michal Papadopulos;CAV;21.0;2006;2;12
6772.0;Václav Kolousek;CF;30.0;2006;2;12
6779.0;Tomás Repka;ZC;32.0;2006;2;12
6673.0;Lukas Dosek;ZD;27.0;2006;2;12
6666.0;Tomas Klinka;CAV;29.0;2006;2;12
;;;;2006;2;12
;;;;2006;2;12
6668.0;Petr Lukas;CAB;28.0;2006;2;12
6668.0;Tomas Abraham;CAB;27.0;2006;2;12
6671.0;Jiri Koubsky;ZC;24.0;2006;2;12
6668.0;Richard Dostálek;ME;32.0;2006;2;12
6671.0;Martin Hysky;ZC;30.0;2006;2;12
;;;;2006;2;12
;;;;2006;2;12
6668.0;Adam Petrous;ZC;28.0;2006;2;12
6670.0;Radim Kucera;CAB;32.0;2006;2;12
6668.0;Stepan Vachousek;ME;27.0;2006;2;12
6673.0;Martin Hasek;CAB;36.0;2006;2;12
6678.0;Marek Kincl;CAV;33.0;2006;2;12
;;;;2006;3;12
;;;;2006;3;12
6568.0;Jiri Masek;CAV;27.0;2006;3;12
6564.0;Michal Kadlec;ZE;21.0;2006;3;12
6570.0;Tomas Sivok;MC;22.0;2006;3;12
6567.0;Zdenek Pospech;CAV;27.0;2006;3;12
6572.0;Jiri Kaufman;CAV;26.0;2006;3;12
;;;;2006;3;12
;;;;2006;3;12
6564.0;Richard Culek;MC;32.0;2006;3;12
6463.0;Tomas Grigar;GOL;23.0;2006;3;12
6482.0;Tomas Jun;CAV;23.0;2006;3;12
6364.0;Miroslav Matušovič;CAV;25.0;2006;3;12
6368.0;Tomas Dosek;CF;27.0;2006;3;12
;;;;2006;3;12
;;;;2006;3;12
6364.0;Patrik Jezek;VOL;29.0;2006;3;12
6266.0;Michal Václavík;GOL;30.0;2006;3;12
6276.0;Erich Brabec;ZD;29.0;2006;3;12
6263.0;Pavel Zavadil;MC;28.0;2006;3;12
6264.0;Radek Mynar;ZD;31.0;2006;3;12
;;;;2006;3;12
;;;;2006;3;12
6265.0;Radek Cerny;GOL;32.0;2006;3;12
6264.0;Jaroslav Šimr;VOL;27.0;2006;3;12
6174.0;Zdenek Zlamal;GOL;20.0;2006;3;12
6063.0;Marcel Lička;VOL;29.0;2006;3;12
6062.0;David Kalousek;ZE;31.0;2006;3;12
;;;;2006;3;12
;;;;2006;3;12
6060.0;Petr Pokorny;ZC;30.0;2006;3;12
5963.0;Ondrej Herzan;MC;25.0;2006;3;12
5963.0;Jaroslav Sedivec;CAV;25.0;2006;3;12
5959.0;Petr Vorisek;VOL;27.0;2006;3;12
5862.0;Tomáš Michálek;MC;28.0;2006;3;12
;;;;2006;3;12
;;;;2006;3;12
5864.0;Patrik Gedeon;CAB;31.0;2006;3;12
5664.0;Ondrej Svejdik;ZC;23.0;2006;3;12
5569.0;Tomas Kona;ME;22.0;2006;3;12
5359.0;Josef Obajdin;VOL;35.0;2006;3;12
5355.0;Vit Valenta;MC;23.0;2006;3;12
;;;;2006;4;12
;;;;2006;4;12
5156.0;Lubor Knapp;MC;30.0;2006;4;12
4959.0;Josef Lastovka;ADR;24.0;2006;4;12
;;;;2006;1;14
;;;;2006;1;14
9293.0;Wayne Rooney;CAV;20.0;2006;1;14
9090.0;John Terry;ZC;25.0;2006;1;14
8992.0;Frank Lampard;MC;28.0;2006;1;14
8791.0;Steven Gerrard;MC;26.0;2006;1;14
8789.0;Rio Ferdinand;ZC;27.0;2006;1;14
;;;;2006;1;14
;;;;2006;1;14
8689.0;David Beckham;MD;31.0;2006;1;14
8689.0;Paul Scholes;VOL;31.0;2006;1;14
8693.0;Joe Cole;ME;24.0;2006;1;14
8590.0;Paul Robinson;GOL;26.0;2006;1;14
8586.0;Jamie Carragher;ZC;28.0;2006;1;14
;;;;2006;1;14
;;;;2006;1;14
8590.0;Michael Owen;CAV;26.0;2006;1;14
8485.0;Ledley King;ZC;25.0;2006;1;14
8388.0;Jermain Defoe;CAV;23.0;2006;1;14
8388.0;Shaun Wright-Phillips;ADC;24.0;2006;1;14
8283.0;Matthew Upson;ZC;27.0;2006;1;14
;;;;2006;1;14
;;;;2006;1;14
8289.0;Ashley Cole;ZE;25.0;2006;1;14
8290.0;Michael Carrick;MC;25.0;2006;1;14
8284.0;Dean Ashton;CF;22.0;2006;1;14
8186.0;Nigel Reo-Coker;MC;22.0;2006;1;14
8188.0;Michael Dawson;ZC;22.0;2006;1;14
;;;;2006;1;14
;;;;2006;1;14
8185.0;Danny Webber;CAV;24.0;2006;1;14
8187.0;Anton Ferdinand;ZC;21.0;2006;1;14
8184.0;Jonathan Woodgate;ZC;26.0;2006;1;14
8184.0;Darren Bent;CAV;22.0;2006;1;14
8188.0;Andrew Johnson;CAV;25.0;2006;1;14
;;;;2006;1;14
;;;;2006;1;14
8186.0;Owen Hargreaves;CAB;25.0;2006;1;14
8184.0;Scott Parker;MC;25.0;2006;1;14
8182.0;Gary Neville;ZD;31.0;2006;1;14
8082.0;Joey Barton;MC;23.0;2006;1;14
8086.0;Stewart Downing;AEC;22.0;2006;1;14
;;;;2006;2;14
;;;;2006;2;14
8084.0;Kevin Nolan;MC;24.0;2006;2;14
8089.0;Jermaine Jenas;MC;23.0;2006;2;14
8083.0;Kevin Phillips;CAV;33.0;2006;2;14
7988.0;Steven Taylor;ZC;20.0;2006;2;14
7990.0;Aaron Lennon;ADC;19.0;2006;2;14
;;;;2006;2;14
;;;;2006;2;14
7984.0;Marlon Harewood;CF;27.0;2006;2;14
7981.0;Jimmy Bullard;MC;27.0;2006;2;14
7980.0;Alan Smith;CAV;25.0;2006;2;14
7980.0;Wes Brown;ZC;26.0;2006;2;14
7979.0;Kevin Davies;CAV;29.0;2006;2;14
;;;;2006;2;14
;;;;2006;2;14
7983.0;James Beattie;CAV;28.0;2006;2;14
7980.0;Gareth Barry;ME;25.0;2006;2;14
7984.0;Darius Vassell;CAV;26.0;2006;2;14
7990.0;Sol Campbell;ZC;31.0;2006;2;14
7878.0;Anthony Gardner;ZC;25.0;2006;2;14
;;;;2006;2;14
;;;;2006;2;14
7880.0;Zat Knight;ZC;26.0;2006;2;14
7885.0;Peter Crouch;CAV;25.0;2006;2;14
7877.0;Phil Neville;CAB;29.0;2006;2;14
7881.0;Andrew Cole;CAV;34.0;2006;2;14
7784.0;Kieran Richardson;ME;21.0;2006;2;14
;;;;2006;2;14
;;;;2006;2;14
7781.0;Steve Sidwell;MC;23.0;2006;2;14
7781.0;Jermaine Pennant;ADC;23.0;2006;2;14
7782.0;Phil Jagielka;MC;24.0;2006;2;14
7777.0;Julian Gray;AEC;26.0;2006;2;14
7779.0;Luke Young;ZD;27.0;2006;2;14
;;;;2006;2;14
;;;;2006;2;14
7779.0;Matthew Etherington;AEC;25.0;2006;2;14
7780.0;Shola Ameobi;CAV;24.0;2006;2;14
7780.0;Sean Davis;MC;26.0;2006;2;14
7784.0;Robbie Fowler;CAV;32.0;2006;2;14
7787.0;David James;GOL;36.0;2006;2;14
;;;;2006;3;14
;;;;2006;3;14
7693.0;Theo Walcott;CAV;17.0;2006;3;14
7685.0;Leighton Baines;ZE;21.0;2006;3;14
7684.0;Jolean Lescott;ZC;24.0;2006;3;14
7678.0;Calum Davenport;ZC;23.0;2006;3;14
7678.0;Gary McSheffrey;CF;24.0;2006;3;14
;;;;2006;3;14
;;;;2006;3;14
7683.0;James Milner;ADC;20.0;2006;3;14
7680.0;Robert Green;GOL;26.0;2006;3;14
7677.0;Jonathan Fortune;ZC;26.0;2006;3;14
7686.0;Gary O'Neil;VOL;23.0;2006;3;14
7678.0;Martin Taylor;ZC;26.0;2006;3;14
;;;;2006;3;14
;;;;2006;3;14
7680.0;Danny Murphy;MC;29.0;2006;3;14
7686.0;Chris Kirkland;GOL;25.0;2006;3;14
7683.0;Kieron Dyer;MC;27.0;2006;3;14
7679.0;Wayne Bridge;ZE;26.0;2006;3;14
7676.0;Rob Hulse;CAV;26.0;2006;3;14
;;;;2006;3;14
;;;;2006;3;14
7680.0;Ugo Ehiogu;ZC;33.0;2006;3;14
7682.0;Ray Parlour;MC;33.0;2006;3;14
7582.0;Leon Osman;MD;25.0;2006;3;14
7579.0;David Bentley;CF;22.0;2006;3;14
7577.0;Jonathan Stead;CF;23.0;2006;3;14
;;;;2006;3;14
;;;;2006;3;14
7585.0;Wayne Routledge;ADC;21.0;2006;3;14
7579.0;Matthew Taylor;AER;24.0;2006;3;14
7577.0;Leigh Bromby;ZC;26.0;2006;3;14
7580.0;Hayden Mullins;CAB;27.0;2006;3;14
7575.0;Paul Konchesky;ZE;25.0;2006;3;14
;;;;2006;3;14
;;;;2006;3;14
7577.0;David Dunn;MC;26.0;2006;3;14
7576.0;Stuart Taylor;GOL;25.0;2006;3;14
7581.0;Richard Wright;GOL;28.0;2006;3;14
7580.0;Chris Riggott;ZC;25.0;2006;3;14
7575.0;Gavin McCann;MC;27.0;2006;3;14
;;;;2006;4;14
;;;;2006;4;14
7577.0;Titus Bramble;ZC;25.0;2006;4;14
7579.0;Chris Powell;ZE;36.0;2006;4;14
7578.0;Danny Mills;ZD;29.0;2006;4;14
7579.0;Lee Bowyer;MC;29.0;2006;4;14
7576.0;Chris Perry;ZC;33.0;2006;4;14
;;;;2006;4;14
;;;;2006;4;14
7480.0;Peter Whittingham;ME;21.0;2006;4;14
7478.0;Jerome Thomas;AEC;23.0;2006;4;14
7481.0;Darren Ambrose;ADC;22.0;2006;4;14
7480.0;Mike Pollitt;GOL;34.0;2006;4;14
7476.0;Linvoy Primus;ZC;32.0;2006;4;14
;;;;2006;4;14
;;;;2006;4;14
7482.0;Bobby Zamora;CAV;25.0;2006;4;14
7474.0;Darren Carter;MC;22.0;2006;4;14
7474.0;Ian Walker;GOL;34.0;2006;4;14
7481.0;Tony Hibbert;ZD;25.0;2006;4;14
7482.0;Trevor Sinclair;ADC;33.0;2006;4;14
;;;;2006;4;14
;;;;2006;4;14
7487.0;Dean Whitehead;MC;24.0;2006;4;14
7479.0;Dave Kitson;CAV;26.0;2006;4;14
7474.0;Darren Purse;ZC;29.0;2006;4;14
7476.0;Alan Thompson;ME;32.0;2006;4;14
7391.0;Daniel Sturridge;CAV;17.0;2006;4;14
;;;;2006;4;14
;;;;2006;4;14
7380.0;Peter Ramage;ZC;22.0;2006;4;14
7385.0;Bradley Wright-Phillips;CAV;21.0;2006;4;14
7382.0;Curtis Davies;ZC;21.0;2006;4;14
7374.0;Chris Morgan;ZC;28.0;2006;4;14
7382.0;Luke Moore;CAV;20.0;2006;4;14
;;;;2006;4;14
;;;;2006;4;14
7378.0;Nicky Hunt;ZD;22.0;2006;4;14
7381.0;Glen Johnson;ZD;22.0;2006;4;14
7375.0;Michael Tonge;MC;23.0;2006;4;14
7375.0;Michael Chopra;CAV;22.0;2006;4;14
7377.0;Michael Brown;MC;29.0;2006;4;14
;;;;2006;5;14
;;;;2006;5;14
7375.0;Glen Little;MD;30.0;2006;5;14
7374.0;Steve Lovell;CAV;25.0;2006;5;14
7378.0;Russell Hoult;GOL;33.0;2006;5;14
7385.0;Craig Short;ZC;38.0;2006;5;14
7383.0;Steve Harper;GOL;32.0;2006;5;14
;;;;2006;5;14
;;;;2006;5;14
7385.0;Carlton Cole;CAV;22.0;2006;5;14
7376.0;Fitz Hall;ZC;25.0;2006;5;14
7374.0;Malcolm Christie;CAV;27.0;2006;5;14
7376.0;Michael Gray;ZE;32.0;2006;5;14
7382.0;Nicky Butt;CAB;31.0;2006;5;14
;;;;2006;5;14
;;;;2006;5;14
7379.0;Michael Ball;ZE;26.0;2006;5;14
7290.0;Cameron Jerome;CAV;19.0;2006;5;14
7279.0;James Morrison;MD;20.0;2006;5;14
7284.0;Leroy Lita;CAV;21.0;2006;5;14
7290.0;Scott Carson;GOL;20.0;2006;5;14
;;;;2006;5;14
;;;;2006;5;14
7271.0;Stephen Hughes;ME;29.0;2006;5;14
7275.0;Marc Edworthy;ZD;33.0;2006;5;14
7271.0;Adam Drury;ZE;27.0;2006;5;14
7289.0;Tom Huddlestone;CAB;19.0;2006;5;14
7274.0;Nyron Nosworthy;ZD;25.0;2006;5;14
;;;;2006;5;14
;;;;2006;5;14
7273.0;Nicky Forster;CF;32.0;2006;5;14
7273.0;Jay Bothroyd;CAV;24.0;2006;5;14
7272.0;Darius Henderson;CAV;24.0;2006;5;14
7274.0;Nicky Weaver;GOL;27.0;2006;5;14
7273.0;Marcus Bent;CAV;28.0;2006;5;14
;;;;2006;5;14
;;;;2006;5;14
7283.0;Alan Stubbs;ZC;34.0;2006;5;14
7271.0;David Unsworth;ZE;32.0;2006;5;14
7275.0;Paul Underwood;ME;33.0;2006;5;14
7280.0;Nathan Ellington;CF;25.0;2006;5;14
7276.0;Lee Hendrie;VOL;29.0;2006;5;14
;;;;2006;6;14
;;;;2006;6;14
7274.0;Jody Craddock;ZC;31.0;2006;6;14
7276.0;Emile Heskey;CAV;28.0;2006;6;14
7183.0;Lee Cattermole;MC;18.0;2006;6;14
7182.0;Gabriel Agbonlahor;CAV;20.0;2006;6;14
7176.0;Anthony McMahon;ZC;20.0;2006;6;14
;;;;2006;6;14
;;;;2006;6;14
7185.0;Nedum Onuoha;ZC;19.0;2006;6;14
7171.0;Stephen Jordan;ZE;24.0;2006;6;14
7180.0;Liam Ridgewell;ZC;22.0;2006;6;14
7173.0;Tommy Smith;CAV;26.0;2006;6;14
7183.0;Liam Rosenior;ZD;22.0;2006;6;14
;;;;2006;6;14
;;;;2006;6;14
7179.0;David Nugent;CAV;21.0;2006;6;14
7178.0;Matthew Kilgallon;ZC;22.0;2006;6;14
7175.0;Stuart Parnaby;ZD;24.0;2006;6;14
7182.0;Neil Shipperley;CAV;31.0;2006;6;14
7180.0;Ian Westlake;CAB;22.0;2006;6;14
;;;;2006;6;14
;;;;2006;6;14
7175.0;Jlloyd Samuel;ZE;25.0;2006;6;14
7181.0;Neil Clement;AER;27.0;2006;6;14
7175.0;Kevin Campbell;CAV;36.0;2006;6;14
7172.0;Adam Boyd;CAV;24.0;2006;6;14
7172.0;Clint Hill;ZC;27.0;2006;6;14
;;;;2006;6;14
;;;;2006;6;14
7170.0;Brett Ormerod;CAV;29.0;2006;6;14
7172.0;Francis Jeffers;CAV;25.0;2006;6;14
7173.0;Steve Howard;CAV;30.0;2006;6;14
7173.0;Seth Johnson;MC;27.0;2006;6;14
7179.0;Geoff Horsfield;CAV;32.0;2006;6;14
;;;;2006;6;14
;;;;2006;6;14
7172.0;Bryan Hughes;MC;30.0;2006;6;14
7179.0;Robbie Elliott;ZE;32.0;2006;6;14
7090.0;Micah Richards;ZD;18.0;2006;6;14
7079.0;Gary Cahill;ZC;20.0;2006;6;14
7081.0;Ben Alnwick;GOL;19.0;2006;6;14
;;;;2006;7;14
;;;;2006;7;14
7074.0;Phillip Bardsley;ZC;21.0;2006;7;14
7089.0;Philip Ifil;ZD;19.0;2006;7;14
7072.0;Rowan Vine;CAV;23.0;2006;7;14
7079.0;Matt Fryatt;CAV;20.0;2006;7;14
7089.0;Dean Marney;CAB;22.0;2006;7;14
;;;;2006;7;14
;;;;2006;7;14
7071.0;Darren Ward;ZC;27.0;2006;7;14
7084.0;Danny Pugh;ZE;23.0;2006;7;14
7086.0;Jason Shackell;ZC;22.0;2006;7;14
7069.0;David Prutton;MC;24.0;2006;7;14
7071.0;Steve Kabba;CAV;25.0;2006;7;14
;;;;2006;7;14
;;;;2006;7;14
7070.0;Stephen Clemence;MC;28.0;2006;7;14
7071.0;David Thompson;MD;28.0;2006;7;14
7078.0;Matt Heath;ZC;24.0;2006;7;14
7075.0;Jonathan Greening;ADC;27.0;2006;7;14
7074.0;Ian Pearce;ZC;32.0;2006;7;14
;;;;2006;7;14
;;;;2006;7;14
7069.0;Steve Brooker;CAV;25.0;2006;7;14
7076.0;Steve Watson;ZD;32.0;2006;7;14
7072.0;Ronnie Wallwork;ZC;28.0;2006;7;14
7071.0;Michael Johnson;ZC;33.0;2006;7;14
6990.0;James Vaughan;CAV;18.0;2006;7;14
;;;;2006;7;14
;;;;2006;7;14
6970.0;Paul Robinson;ZE;27.0;2006;7;14
6974.0;Kelvin Davis;GOL;29.0;2006;7;14
6974.0;Neil Mellor;CAV;24.0;2006;7;14
6978.0;Tyrone Mears;ZD;23.0;2006;7;14
6980.0;Craig Fleming;ZC;34.0;2006;7;14
;;;;2006;7;14
;;;;2006;7;14
6973.0;Stephen Bywater;GOL;25.0;2006;7;14
6974.0;Stephen Warnock;ZE;24.0;2006;7;14
6971.0;Simon Ford;ZC;24.0;2006;7;14
6969.0;Robbie Blake;CAV;30.0;2006;7;14
6971.0;Patrick Agyemang;CAV;25.0;2006;7;14
;;;;2006;8;14
;;;;2006;8;14
6982.0;Jamie Ashdown;GOL;25.0;2006;8;14
6975.0;James Harper;MC;25.0;2006;8;14
6975.0;David Murphy;ZE;22.0;2006;8;14
6975.0;Carl Cort;CAV;28.0;2006;8;14
6968.0;Andy Marshall;GOL;31.0;2006;8;14
;;;;2006;8;14
;;;;2006;8;14
6972.0;Michael Duberry;ZC;30.0;2006;8;14
6978.0;Sam Parkin;CF;25.0;2006;8;14
6971.0;Kevin Nicholls;CAB;27.0;2006;8;14
6969.0;Michael Ricketts;CAV;27.0;2006;8;14
6977.0;Teddy Sheringham;CAV;40.0;2006;8;14
;;;;2006;8;14
;;;;2006;8;14
6877.0;Joey O'Brien;MC;20.0;2006;8;14
6875.0;Mark Howard;ZC;20.0;2006;8;14
6884.0;Ben Foster;GOL;23.0;2006;8;14
6875.0;Andrew Davies;ZC;21.0;2006;8;14
6874.0;Elliott Ward;ZC;21.0;2006;8;14
;;;;2006;8;14
;;;;2006;8;14
6869.0;Justin Hoyte;ZC;21.0;2006;8;14
6873.0;Ben Watson;MC;21.0;2006;8;14
6874.0;Marlon Beresford;GOL;36.0;2006;8;14
6878.0;Richard Wood;ZC;21.0;2006;8;14
6874.0;Andy Griffin;ZD;27.0;2006;8;14
;;;;2006;8;14
;;;;2006;8;14
6876.0;Ashley Young;ME;21.0;2006;8;14
6870.0;Richard Cresswell;CAV;28.0;2006;8;14
6875.0;Rohan Ricketts;MC;23.0;2006;8;14
6870.0;Richard Naylor;ZC;29.0;2006;8;14
6870.0;Phil Jevons;CAV;27.0;2006;8;14
;;;;2006;8;14
;;;;2006;8;14
6875.0;Matthew Richards;ZE;21.0;2006;8;14
6871.0;Matthew Murray;GOL;25.0;2006;8;14
6873.0;Mark Hudson;ZC;24.0;2006;8;14
6874.0;Kevin McLeod;AEC;25.0;2006;8;14
6870.0;Ian Moore;CAV;30.0;2006;8;14
;;;;2006;9;14
;;;;2006;9;14
6874.0;Gavin Mahon;CAB;29.0;2006;9;14
6876.0;Sean Gregan;CAB;32.0;2006;9;14
6884.0;Steve Stone;ADC;35.0;2006;9;14
6870.0;Leon Cort;ZC;26.0;2006;9;14
6867.0;Jason Jarrett;MC;26.0;2006;9;14
;;;;2006;9;14
;;;;2006;9;14
6870.0;Hasney Aljofree;ZC;28.0;2006;9;14
6870.0;Emmerson Boyce;ZC;26.0;2006;9;14
6878.0;John McGreal;ZC;34.0;2006;9;14
6871.0;Clarke Carlisle;ZC;26.0;2006;9;14
6880.0;Lee Clark;CAB;33.0;2006;9;14
;;;;2006;9;14
;;;;2006;9;14
6783.0;Freddie Eastwood;CAV;19.0;2006;9;14
6774.0;Steven Fletcher;CAV;19.0;2006;9;14
6785.0;Lee Croft;MC;21.0;2006;9;14
6774.0;Samuel Oji;ZC;20.0;2006;9;14
6784.0;Lee Trundle;CAV;29.0;2006;9;14
;;;;2006;9;14
;;;;2006;9;14
6778.0;Richard Stearman;ZC;19.0;2006;9;14
6770.0;John Sutton;CAV;22.0;2006;9;14
6778.0;Jamal Campbell-Ryce;MD;23.0;2006;9;14
6778.0;Wes Morgan;ZC;22.0;2006;9;14
6768.0;Darel Russell;CAB;25.0;2006;9;14
;;;;2006;9;14
;;;;2006;9;14
